couple_id,partner1,partner2,compatibility_score,golden_ratio_proximity,phonetic_distance,vowel_harmony,relationship_type,is_divorced,marriage_duration,relative_success,exceeds_expectations,similarity_theory,complementarity_theory,golden_ratio_theory,resonance_theory
1,Emily,Matthew,0.5284527330193638,0.9650129387268074,1.0,0.7071067811865475,discordant,False,38.535249828884325,4.204609910407456,True,0.07436450010844453,0.3179459623757111,0.7639320224995267,0.9301417536272968
2,John,Rachel,0.43820924355219404,0.680832236342071,0.8333333333333334,0.0,discordant,True,3.789185489390828,0.3944602841339609,False,0.2925717948717952,0.7097940170940172,0.6180339887502366,0.9077625232183004
3,Sarah,Jennifer,0.6362702246868693,0.8730447629531177,1.0,0.0,resonant,False,44.068446269678304,4.413906877972587,True,0.7226314372809419,0.7627378042940085,0.7639320224995267,0.9940866702044246
4,Sarah,Daniel,0.15177178665661964,0.881688770507109,0.8333333333333334,0.447213595499958,discordant,False,39.2580424366872,4.599653478229314,True,-0.9184522166944451,0.40881484058388345,0.6180339887502366,0.8846142007336291
5,Sarah,Matthew,0.4876273983940009,0.8725848631909683,0.7142857142857143,0.7071067811865475,discordant,True,3.293634496919918,0.34287263136788654,False,0.13917415709672687,0.5144879293094007,0.6180339887502366,0.9235009310085003
6,Daniel,Amanda,0.3774300267442747,0.7318586310813419,0.8333333333333334,0.447213595499958,discordant,True,21.911019849418206,2.3907277522551236,True,-0.031326338519178876,0.8628052619686208,0.7639320224995267,0.9058780378457063
7,David,Sarah,-0.423390753863386,0.6878120197381665,0.8,0.7071067811865475,discordant,True,9.949349760438055,0.9965294231207988,False,-2.65390245284404,0.23318773880756924,0.6180339887502366,0.9451095692387016
8,Joshua,Daniel,0.10071071215933963,0.8013491549049677,1.0,0.20000000000000007,discordant,False,42.09993155373032,4.59355499767925,True,-0.9868916813254025,-0.09256024962240522,0.6180339887502366,0.9625519513268619
9,John,John,0.6187435299584043,0.6180339887502366,0.0,1.0,resonant,False,38.47775496235455,4.198336602548233,True,1.0,0.9166666666666667,0.6180339887502366,1.0
10,Nicole,Daniel,0.07423833381387726,0.7694629079393052,0.8333333333333334,0.8000000000000003,discordant,False,40.64613278576318,4.434929927524625,True,-1.1175186043431902,0.8376731330163043,0.6180339887502366,0.9950171381274386
11,Daniel,Sarah,0.1517717866566197,0.8816887705071093,0.8333333333333334,0.447213595499958,discordant,False,39.72073921971253,4.33395954388571,True,-0.9184522166944451,0.40881484058388345,0.6180339887502366,0.881356851829821
12,Jessica,Rachel,0.33470488527384246,0.7150547357033561,1.0,0.948683298050514,discordant,True,1.8973305954825461,0.1975151567231466,False,-0.1143766997431317,0.14986943815384235,0.1458980337492901,0.8856829653854205
13,John,Robert,0.26476650728107554,0.7294854258465786,0.8333333333333334,0.7071067811865475,discordant,True,3.457905544147844,0.3463447059442953,False,-0.39764584317176843,0.7677513209899629,0.6180339887502366,0.9146822399481318
14,Rachel,Amanda,0.359295825815985,0.9360661430144825,1.0,0.7071067811865475,discordant,True,5.338809034907597,0.5557785795240056,False,-0.3830380529768178,0.5629736308919324,0.7639320224995267,0.7785188576166149
15,Michael,Sarah,0.44469327367580314,0.812536710075179,0.8571428571428571,0.447213595499958,discordant,True,0.2272416153319644,0.024794502491212702,False,0.23529807682137271,0.7295175910636321,0.6180339887502366,0.9885859719147404
16,Elizabeth,Rachel,-0.04620784661097735,0.7795888654994161,0.8888888888888888,0.8944271909999159,discordant,False,45.125256673511295,4.923650482652624,True,-1.5121338619034272,0.1087317391335419,0.1458980337492901,0.8919529636867106
17,Nicole,Jessica,0.26939223406110446,0.6515254868600172,1.0,0.8000000000000003,discordant,False,45.79329226557152,5.36535351676292,True,-0.2121598257362094,-0.021030358251252435,0.1458980337492901,0.9671904497900715
18,Nicole,James,0.35289348792465447,0.7738682026920054,1.0,0.6324555320336759,discordant,True,15.759069130732374,1.719483811318317,True,-0.11355292955284368,0.44123351372184366,0.6180339887502366,0.9978549452322347
